Time Period,period start date,Payer Name,Payer Segment,Channel,Line of therapy,HCO Territory,HCO Region,HCO Area,HCO Nation,drug name,class,claims count,paid claims count,reverse claim count,rejected claim count,reject reason,Patient Count
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Michigan_Detroit,Michigan,East,US,Tremfya,IL-23,788,280,20,488,Refill Too Soon,544
PR6M,,Aetna,Commercial,Managed Care,2L,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,950,429,4,517,Referral Required,808
PR6M,,Medicare FFS,Government,Medicare,2L,Michigan_Detroit,Michigan,East,US,Humira,TNF,346,222,10,114,Authorization Denied,280
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Michigan_Detroit,Michigan,East,US,Cosentyx,IL-17A,305,243,11,51,Authorization Denied,235
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Michigan_Detroit,Michigan,East,US,Stelara,IL-12/23,386,215,29,142,Prior Authorization Required,270
PR6M,,UnitedHealthcare,Commercial,Managed Care,3L+,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,535,493,35,7,Medical Records Requested,428
PR6M,,Express Scripts,PBM,Pharmacy Benefit,1L,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,229,117,25,87,Prior Authorization Required,190
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Michigan_Detroit,Michigan,East,US,Cosentyx,IL-17A,853,611,43,199,Prior Authorization Required,674
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,2L,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,875,578,45,252,Medical Records Requested,656
PR6M,,Florida Blue,Regional Health Plan,Managed Care,3L+,Michigan_Detroit,Michigan,East,US,Cosentyx,IL-17A,424,343,37,44,Prior Authorization Required,293
PR6M,,Highmark,Regional Health Plan,Managed Care,1L,Michigan_Detroit,Michigan,East,US,Humira,TNF,441,357,3,81,Prior Authorization Required,287
PR6M,,Highmark,Regional Health Plan,Managed Care,3L+,Michigan_Detroit,Michigan,East,US,Cosentyx,IL-17A,637,389,47,201,Refill Too Soon,446
PR6M,,TRICARE,Government,Federal,3L+,Michigan_Detroit,Michigan,East,US,Stelara,IL-12/23,831,448,14,369,Prior Authorization Required,582
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,769,384,45,340,Medical Records Requested,684
PR6M,,TRICARE,Government,Federal,3L+,Michigan_Detroit,Michigan,East,US,Humira,TNF,378,51,47,280,Refill Too Soon,295
PR6M,,Optum Rx,PBM,Pharmacy Benefit,2L,Michigan_Detroit,Michigan,East,US,Tremfya,IL-23,488,178,41,269,Prior Authorization Required,381
PR6M,,Florida Blue,Regional Health Plan,Managed Care,3L+,Minnesota_TwinCities,Minnesota,West,US,ILUMYA,IL-23,146,92,22,32,Authorization Denied,96
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Minnesota_TwinCities,Minnesota,West,US,Humira,TNF,108,69,38,1,Authorization Denied,86
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,Minnesota_TwinCities,Minnesota,West,US,BIMZLEX,IL-17A & IL-17F,718,358,14,346,Prior Authorization Required,524
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Minnesota_TwinCities,Minnesota,West,US,BIMZLEX,IL-17A & IL-17F,199,112,28,59,Prior Authorization Required,161
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,2L,Minnesota_TwinCities,Minnesota,West,US,Tremfya,IL-23,672,103,42,527,Authorization Denied,564
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Minnesota_TwinCities,Minnesota,West,US,Cosentyx,IL-17A,611,93,11,507,Authorization Denied,428
PR6M,,Aetna,Commercial,Managed Care,1L,Minnesota_TwinCities,Minnesota,West,US,Stelara,IL-12/23,736,241,23,472,Refill Too Soon,478
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Minnesota_TwinCities,Minnesota,West,US,Tremfya,IL-23,283,119,3,161,Refill Too Soon,232
PR6M,,Optum Rx,PBM,Pharmacy Benefit,2L,Minnesota_TwinCities,Minnesota,West,US,Humira,TNF,643,603,12,28,Authorization Denied,457
PR6M,,Florida Blue,Regional Health Plan,Managed Care,2L,Minnesota_TwinCities,Minnesota,West,US,ILUMYA,IL-23,137,63,44,30,Referral Required,119
PR6M,,Optum Rx,PBM,Pharmacy Benefit,3L+,Minnesota_TwinCities,Minnesota,West,US,BIMZLEX,IL-17A & IL-17F,579,106,24,449,Prior Authorization Required,469
PR6M,,Humana,Commercial,Medicare Advantage,1L,Minnesota_TwinCities,Minnesota,West,US,Stelara,IL-12/23,698,532,40,126,Medical Records Requested,544
PR6M,,Humana,Commercial,Medicare Advantage,2L,Minnesota_TwinCities,Minnesota,West,US,Tremfya,IL-23,626,444,26,156,Refill Too Soon,419
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Minnesota_TwinCities,Minnesota,West,US,ILUMYA,IL-23,645,404,1,240,Authorization Denied,477
PR6M,,Cigna Healthcare,Commercial,Managed Care,3L+,Minnesota_TwinCities,Minnesota,West,US,Stelara,IL-12/23,393,320,40,33,Referral Required,303
PR6M,,Medicare FFS,Government,Medicare,2L,Minnesota_TwinCities,Minnesota,West,US,ILUMYA,IL-23,805,202,5,598,Authorization Denied,588
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Minnesota_TwinCities,Minnesota,West,US,ILUMYA,IL-23,659,543,42,74,Refill Too Soon,527
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Minnesota_TwinCities,Minnesota,West,US,ILUMYA,IL-23,476,376,1,99,Refill Too Soon,371
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Missouri_StLouis,Missouri,North,US,Skyrizi,IL-23,482,274,0,208,Authorization Denied,347
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Missouri_StLouis,Missouri,North,US,ILUMYA,IL-23,896,545,7,344,Referral Required,672
PR6M,,Medicare FFS,Government,Medicare,1L,Missouri_StLouis,Missouri,North,US,Skyrizi,IL-23,228,80,45,103,Medical Records Requested,192
PR6M,,TRICARE,Government,Federal,1L,Missouri_StLouis,Missouri,North,US,Cosentyx,IL-17A,137,100,7,30,Authorization Denied,105
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Missouri_StLouis,Missouri,North,US,BIMZLEX,IL-17A & IL-17F,779,559,24,196,Prior Authorization Required,561
PR6M,,Health Care Service Corporation,Commercial,Managed Care,1L,Missouri_StLouis,Missouri,North,US,ILUMYA,IL-23,151,117,34,0,Authorization Denied,107
PR6M,,Highmark,Regional Health Plan,Managed Care,1L,Missouri_StLouis,Missouri,North,US,Humira,TNF,464,399,34,31,Medical Records Requested,413
PR6M,,Florida Blue,Regional Health Plan,Managed Care,2L,Missouri_StLouis,Missouri,North,US,Stelara,IL-12/23,473,61,23,389,Refill Too Soon,341
PR6M,,Florida Blue,Regional Health Plan,Managed Care,1L,Missouri_StLouis,Missouri,North,US,ILUMYA,IL-23,851,624,32,195,Prior Authorization Required,698
PR6M,,UnitedHealthcare,Commercial,Managed Care,2L,Missouri_StLouis,Missouri,North,US,Stelara,IL-12/23,811,616,19,176,Medical Records Requested,665
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Missouri_StLouis,Missouri,North,US,Stelara,IL-12/23,206,186,16,4,Refill Too Soon,163
PR6M,,Cigna Healthcare,Commercial,Managed Care,3L+,Missouri_StLouis,Missouri,North,US,Cosentyx,IL-17A,301,243,12,46,Referral Required,235
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Missouri_StLouis,Missouri,North,US,ILUMYA,IL-23,646,426,5,215,Referral Required,543
PR6M,,Highmark,Regional Health Plan,Managed Care,1L,Missouri_StLouis,Missouri,North,US,Stelara,IL-12/23,234,172,22,40,Authorization Denied,192
PR6M,,Florida Blue,Regional Health Plan,Managed Care,3L+,Missouri_StLouis,Missouri,North,US,Skyrizi,IL-23,888,441,41,406,Prior Authorization Required,755
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Missouri_StLouis,Missouri,North,US,Tremfya,IL-23,157,53,29,75,Referral Required,118
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Missouri_StLouis,Missouri,North,US,Stelara,IL-12/23,213,135,12,66,Referral Required,170
PR6M,,Cigna Healthcare,Commercial,Managed Care,3L+,Missouri_StLouis,Missouri,North,US,ILUMYA,IL-23,576,406,7,163,Prior Authorization Required,478
PR6M,,Florida Blue,Regional Health Plan,Managed Care,2L,Missouri_StLouis,Missouri,North,US,Tremfya,IL-23,409,121,16,272,Refill Too Soon,282
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Nevada_LasVegas,Nevada,West,US,BIMZLEX,IL-17A & IL-17F,245,121,5,119,Authorization Denied,196
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Nevada_LasVegas,Nevada,West,US,Skyrizi,IL-23,581,69,20,492,Prior Authorization Required,505
PR6M,,Florida Blue,Regional Health Plan,Managed Care,2L,Nevada_LasVegas,Nevada,West,US,Tremfya,IL-23,651,131,17,503,Refill Too Soon,501
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Nevada_LasVegas,Nevada,West,US,Humira,TNF,732,66,6,660,Medical Records Requested,622
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Nevada_LasVegas,Nevada,West,US,Tremfya,IL-23,622,427,31,164,Referral Required,467
PR6M,,Humana,Commercial,Medicare Advantage,2L,Nevada_LasVegas,Nevada,West,US,Tremfya,IL-23,648,314,6,328,Refill Too Soon,525
PR6M,,Highmark,Regional Health Plan,Managed Care,1L,Nevada_LasVegas,Nevada,West,US,Humira,TNF,687,367,38,282,Authorization Denied,605
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Nevada_LasVegas,Nevada,West,US,Skyrizi,IL-23,281,225,15,41,Referral Required,183
PR6M,,TRICARE,Government,Federal,1L,Nevada_LasVegas,Nevada,West,US,Skyrizi,IL-23,171,108,20,43,Referral Required,130
PR6M,,Cigna Healthcare,Commercial,Managed Care,1L,Nevada_LasVegas,Nevada,West,US,Tremfya,IL-23,114,87,16,11,Medical Records Requested,82
PR6M,,Health Care Service Corporation,Commercial,Managed Care,3L+,Nevada_LasVegas,Nevada,West,US,ILUMYA,IL-23,769,336,39,394,Referral Required,500
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Nevada_LasVegas,Nevada,West,US,Humira,TNF,139,114,21,4,Prior Authorization Required,106
PR6M,,Florida Blue,Regional Health Plan,Managed Care,1L,Nevada_LasVegas,Nevada,West,US,Humira,TNF,272,213,25,34,Refill Too Soon,220
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Nevada_LasVegas,Nevada,West,US,Stelara,IL-12/23,665,322,28,315,Prior Authorization Required,492
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Nevada_LasVegas,Nevada,West,US,Cosentyx,IL-17A,706,665,20,21,Authorization Denied,508
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Nevada_LasVegas,Nevada,West,US,ILUMYA,IL-23,148,77,25,46,Refill Too Soon,96
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Nevada_LasVegas,Nevada,West,US,Cosentyx,IL-17A,255,194,30,31,Refill Too Soon,212
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,1L,Nevada_LasVegas,Nevada,West,US,Cosentyx,IL-17A,476,91,13,372,Refill Too Soon,343
PR6M,,CareSource,Medicaid Managed Care,Medicaid,2L,Nevada_LasVegas,Nevada,West,US,Stelara,IL-12/23,132,53,50,29,Referral Required,110
PR6M,,Cigna Healthcare,Commercial,Managed Care,2L,Nevada_LasVegas,Nevada,West,US,Humira,TNF,658,214,31,413,Refill Too Soon,507
PR6M,,CareSource,Medicaid Managed Care,Medicaid,2L,NewYork_Metro,NewYork,East,US,Humira,TNF,520,329,36,155,Prior Authorization Required,437
PR6M,,Humana,Commercial,Medicare Advantage,1L,NewYork_Metro,NewYork,East,US,BIMZLEX,IL-17A & IL-17F,580,295,6,279,Authorization Denied,400
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,NewYork_Metro,NewYork,East,US,Cosentyx,IL-17A,424,370,39,15,Prior Authorization Required,276
PR6M,,UnitedHealthcare,Commercial,Managed Care,2L,NewYork_Metro,NewYork,East,US,Stelara,IL-12/23,893,610,9,274,Prior Authorization Required,714
PR6M,,Health Care Service Corporation,Commercial,Managed Care,1L,NewYork_Metro,NewYork,East,US,Stelara,IL-12/23,194,73,18,103,Medical Records Requested,147
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,1L,NewYork_Metro,NewYork,East,US,BIMZLEX,IL-17A & IL-17F,571,369,47,155,Medical Records Requested,394
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,NewYork_Metro,NewYork,East,US,BIMZLEX,IL-17A & IL-17F,915,463,27,425,Prior Authorization Required,805
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,NewYork_Metro,NewYork,East,US,Cosentyx,IL-17A,963,813,24,126,Medical Records Requested,819
PR6M,,TRICARE,Government,Federal,2L,NewYork_Metro,NewYork,East,US,Stelara,IL-12/23,180,70,21,89,Prior Authorization Required,126
PR6M,,Cigna Healthcare,Commercial,Managed Care,1L,NewYork_Metro,NewYork,East,US,Tremfya,IL-23,668,633,31,4,Medical Records Requested,595
PR6M,,Optum Rx,PBM,Pharmacy Benefit,3L+,NewYork_Metro,NewYork,East,US,Stelara,IL-12/23,999,833,10,156,Authorization Denied,709
PR6M,,Express Scripts,PBM,Pharmacy Benefit,3L+,NewYork_Metro,NewYork,East,US,Cosentyx,IL-17A,897,299,27,571,Prior Authorization Required,601
PR6M,,Humana,Commercial,Medicare Advantage,2L,NewYork_Metro,NewYork,East,US,Stelara,IL-12/23,484,202,44,238,Referral Required,382
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,NewYork_Metro,NewYork,East,US,Cosentyx,IL-17A,339,162,4,173,Medical Records Requested,224
PR6M,,TRICARE,Government,Federal,3L+,NewYork_Metro,NewYork,East,US,ILUMYA,IL-23,129,77,30,22,Referral Required,99
PR6M,,TRICARE,Government,Federal,3L+,NewYork_Metro,NewYork,East,US,BIMZLEX,IL-17A & IL-17F,680,108,37,535,Medical Records Requested,558
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,NewYork_Upstate,NewYork,West,US,Cosentyx,IL-17A,484,442,35,7,Referral Required,334
PR6M,,Medicaid State Plans,Government,Medicaid,3L+,NewYork_Upstate,NewYork,West,US,Cosentyx,IL-17A,260,187,25,48,Authorization Denied,216
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,1L,NewYork_Upstate,NewYork,West,US,Skyrizi,IL-23,891,168,42,681,Prior Authorization Required,713
PR6M,,Cigna Healthcare,Commercial,Managed Care,3L+,NewYork_Upstate,NewYork,West,US,ILUMYA,IL-23,327,65,42,220,Referral Required,226
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,NewYork_Upstate,NewYork,West,US,Tremfya,IL-23,452,88,20,344,Medical Records Requested,298
PR6M,,TRICARE,Government,Federal,1L,NewYork_Upstate,NewYork,West,US,Tremfya,IL-23,846,644,6,196,Refill Too Soon,685
PR6M,,UnitedHealthcare,Commercial,Managed Care,3L+,NewYork_Upstate,NewYork,West,US,Tremfya,IL-23,154,83,35,36,Prior Authorization Required,116
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,NewYork_Upstate,NewYork,West,US,ILUMYA,IL-23,519,108,39,372,Medical Records Requested,415
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,2L,NewYork_Upstate,NewYork,West,US,BIMZLEX,IL-17A & IL-17F,327,98,9,220,Referral Required,235
PR6M,,TRICARE,Government,Federal,1L,NewYork_Upstate,NewYork,West,US,Cosentyx,IL-17A,560,427,33,100,Authorization Denied,386
PR6M,,Aetna,Commercial,Managed Care,1L,NewYork_Upstate,NewYork,West,US,Skyrizi,IL-23,1000,142,21,837,Prior Authorization Required,850
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,2L,NewYork_Upstate,NewYork,West,US,BIMZLEX,IL-17A & IL-17F,134,107,23,4,Refill Too Soon,90
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,2L,NewYork_Upstate,NewYork,West,US,BIMZLEX,IL-17A & IL-17F,160,99,34,27,Prior Authorization Required,120
PR6M,,Aetna,Commercial,Managed Care,3L+,NewYork_Upstate,NewYork,West,US,Tremfya,IL-23,419,142,37,240,Referral Required,356
PR6M,,Health Care Service Corporation,Commercial,Managed Care,2L,NewYork_Upstate,NewYork,West,US,Humira,TNF,904,831,26,47,Referral Required,714
PR6M,,Florida Blue,Regional Health Plan,Managed Care,2L,NewYork_Upstate,NewYork,West,US,Tremfya,IL-23,843,185,4,654,Prior Authorization Required,691
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,2L,NewYork_Upstate,NewYork,West,US,Humira,TNF,592,81,39,472,Referral Required,462
PR6M,,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,NewYork_Upstate,NewYork,West,US,BIMZLEX,IL-17A & IL-17F,585,550,8,27,Authorization Denied,468
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,1L,NorthCarolina_Central,NorthCarolina,South,US,Humira,TNF,928,56,48,824,Medical Records Requested,705
PR6M,,Aetna,Commercial,Managed Care,2L,NorthCarolina_Central,NorthCarolina,South,US,Stelara,IL-12/23,212,98,1,113,Referral Required,161
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,NorthCarolina_Central,NorthCarolina,South,US,BIMZLEX,IL-17A & IL-17F,397,162,2,233,Referral Required,262
PR6M,,UnitedHealthcare,Commercial,Managed Care,2L,NorthCarolina_Central,NorthCarolina,South,US,Humira,TNF,436,98,23,315,Refill Too Soon,362
PR6M,,CareSource,Medicaid Managed Care,Medicaid,2L,NorthCarolina_Central,NorthCarolina,South,US,ILUMYA,IL-23,813,683,35,95,Referral Required,626
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,NorthCarolina_Central,NorthCarolina,South,US,Tremfya,IL-23,205,88,7,110,Refill Too Soon,133
PR6M,,Medicare FFS,Government,Medicare,3L+,NorthCarolina_Central,NorthCarolina,South,US,Humira,TNF,743,532,0,211,Medical Records Requested,490
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,1L,NorthCarolina_Central,NorthCarolina,South,US,Tremfya,IL-23,178,151,5,22,Authorization Denied,160
PR6M,,Medicare FFS,Government,Medicare,2L,NorthCarolina_Central,NorthCarolina,South,US,Skyrizi,IL-23,208,84,20,104,Refill Too Soon,144
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,NorthCarolina_Central,NorthCarolina,South,US,ILUMYA,IL-23,106,74,5,27,Referral Required,82
PR6M,,Express Scripts,PBM,Pharmacy Benefit,3L+,NorthCarolina_Central,NorthCarolina,South,US,Humira,TNF,730,646,39,45,Referral Required,577
PR6M,,Highmark,Regional Health Plan,Managed Care,2L,NorthCarolina_Central,NorthCarolina,South,US,ILUMYA,IL-23,650,374,13,263,Medical Records Requested,462
PR6M,,Aetna,Commercial,Managed Care,1L,NorthCarolina_Central,NorthCarolina,South,US,Cosentyx,IL-17A,790,428,11,351,Refill Too Soon,687
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,2L,NorthCarolina_Central,NorthCarolina,South,US,BIMZLEX,IL-17A & IL-17F,770,132,25,613,Medical Records Requested,516
PR6M,,Medicare FFS,Government,Medicare,2L,NorthCarolina_Central,NorthCarolina,South,US,BIMZLEX,IL-17A & IL-17F,880,737,5,138,Authorization Denied,572
PR6M,,Express Scripts,PBM,Pharmacy Benefit,2L,NorthCarolina_Central,NorthCarolina,South,US,Stelara,IL-12/23,354,99,38,217,Medical Records Requested,280
PR6M,,Cigna Healthcare,Commercial,Managed Care,2L,NorthCarolina_Central,NorthCarolina,South,US,ILUMYA,IL-23,915,579,11,325,Authorization Denied,723
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,NorthCarolina_Central,NorthCarolina,South,US,Stelara,IL-12/23,291,176,34,81,Authorization Denied,233
PR6M,,CareSource,Medicaid Managed Care,Medicaid,1L,NorthCarolina_Central,NorthCarolina,South,US,Humira,TNF,324,180,18,126,Prior Authorization Required,243
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,2L,NorthCarolina_Central,NorthCarolina,South,US,Stelara,IL-12/23,229,187,17,25,Referral Required,172
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,2L,NorthCarolina_Central,NorthCarolina,South,US,Stelara,IL-12/23,173,134,28,11,Medical Records Requested,152
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,3L+,NorthCarolina_Central,NorthCarolina,South,US,Stelara,IL-12/23,950,702,47,201,Refill Too Soon,665
PR6M,,Aetna,Commercial,Managed Care,3L+,NorthCarolina_Central,NorthCarolina,South,US,BIMZLEX,IL-17A & IL-17F,543,512,22,9,Authorization Denied,353
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,NorthCarolina_Central,NorthCarolina,South,US,Skyrizi,IL-23,537,361,7,169,Medical Records Requested,467
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,NorthCarolina_Central,NorthCarolina,South,US,Skyrizi,IL-23,698,628,34,36,Prior Authorization Required,572
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,1L,NorthCarolina_Central,NorthCarolina,South,US,Tremfya,IL-23,770,564,28,178,Referral Required,593
PR6M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Ohio_Cleveland,Ohio,West,US,Tremfya,IL-23,733,502,44,187,Medical Records Requested,660
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Ohio_Cleveland,Ohio,West,US,Cosentyx,IL-17A,344,296,47,1,Medical Records Requested,286
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,3L+,Ohio_Cleveland,Ohio,West,US,Humira,TNF,658,500,7,151,Referral Required,520
PR6M,,Cigna Healthcare,Commercial,Managed Care,3L+,Ohio_Cleveland,Ohio,West,US,BIMZLEX,IL-17A & IL-17F,100,77,0,23,Prior Authorization Required,90
PR6M,,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,Ohio_Cleveland,Ohio,West,US,BIMZLEX,IL-17A & IL-17F,264,73,36,155,Refill Too Soon,216
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Ohio_Cleveland,Ohio,West,US,BIMZLEX,IL-17A & IL-17F,500,405,6,89,Referral Required,425
